_id,spotify_features.danceability,spotify_features.energy,spotify_features.key,spotify_features.loudness,spotify_features.mode,spotify_features.speechiness,spotify_features.acousticness,spotify_features.instrumentalness,spotify_features.liveness,spotify_features.valence,spotify_features.tempo,spotify_features.type,spotify_features.duration_ms,spotify_features.time_signature
5f6a626f61d3b237bb01608a,0.307,0.748,2,-6.514,0,0.0568,0.212,0.000153,0.368,0.347,108.227,audio_features,302648,4
5f6a626f61d3b237bb01608b,0.474,0.966,2,-4.768,1,0.0617,0.0135,0.352,0.401,0.663,129.445,audio_features,232431,4
5f6a626f61d3b237bb01608c,0.313,0.684,4,-6.85,1,0.0423,0.361,0.011,0.244,0.133,95.715,audio_features,369211,4
5f6a626f61d3b237bb01608d,0.147,0.975,4,-4.302,1,0.1,0.0736,0.0000681,0.318,0.356,175.356,audio_features,210277,4
5f6a626f61d3b237bb01608e,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,audio_features,243533,4
5f6a626f61d3b237bb01608f,0.38,0.847,2,-12.352,1,0.0897,0.000117,0.265,0.216,0.119,133.182,audio_features,133120,4
5f6a626f61d3b237bb016090,0.291,0.925,6,-9.901,0,0.0714,0.00000849,0.114,0.0733,0.233,104.12,audio_features,319133,4
5f6a626f61d3b237bb016091,0.304,0.912,11,-13.313,0,0.0438,0.0000345,0.853,0.113,0.362,173.098,audio_features,286693,4
5f6a626f61d3b237bb016092,0.274,0.726,9,-11.541,1,0.0449,0.000212,0.0113,0.0993,0.426,146.449,audio_features,422933,4
5f6a626f61d3b237bb016093,0.372,0.888,2,-5.88,1,0.0943,0.000211,0.00442,0.115,0.555,141.374,audio_features,305293,4
5f6a626f61d3b237bb016094,0.342,0.82,1,-10.91,0,0.046,0.0000262,0.749,0.104,0.525,119.421,audio_features,201760,4
5f6a626f61d3b237bb016095,0.297,0.868,6,-11.075,0,0.0436,0.00000706,0.568,0.208,0.702,93.789,audio_features,316507,4
5f6a626f61d3b237bb016096,0.488,0.847,6,-11.921,0,0.0563,0.0024,0.374,0.204,0.522,103.61,audio_features,315067,4
5f6a626f61d3b237bb016097,0.446,0.831,7,-12.176,1,0.0521,0.000178,0.105,0.403,0.55,83.963,audio_features,309533,3
5f6a626f61d3b237bb016098,0.372,0.701,9,-11.145,0,0.0528,0.018,0.00317,0.287,0.419,87.964,audio_features,347013,4
5f6a626f61d3b237bb016099,0.364,0.88,2,-11.859,1,0.0641,0.000128,0.806,0.287,0.435,118.668,audio_features,258093,4
5f6a626f61d3b237bb01609a,0.38,0.968,2,-4.682,1,0.0702,0.000474,0.0153,0.224,0.389,88.185,audio_features,114267,4
5f6a626f61d3b237bb01609b,0.25,0.962,9,-4.307,1,0.068,0.0000696,0.886,0.568,0.49,145.021,audio_features,200827,4
5f6a626f61d3b237bb01609c,0.537,0.885,4,-5.178,0,0.0283,0.000184,0.000104,0.289,0.604,100.226,audio_features,288000,4
5f6a626f61d3b237bb01609d,0.376,0.747,0,-5.377,1,0.0302,0.000142,0.000777,0.237,0.812,133.075,audio_features,161707,4
5f6a626f61d3b237bb01609e,0.441,0.378,8,-9.17,1,0.141,0.00313,0.358,0.114,0.289,151.873,audio_features,366179,3
5f6a626f61d3b237bb01609f,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160a0,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160a1,0.593,0.857,4,-5.423,0,0.0617,0.011,0.0000411,0.254,0.886,127.908,audio_features,196960,4
5f6a626f61d3b237bb0160a2,0.528,0.827,7,-4.816,1,0.0505,0.00903,0.0304,0.274,0.68,130.153,audio_features,187107,4
5f6a626f61d3b237bb0160a3,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160a4,0.555,0.789,2,-6.641,1,0.0282,0.00348,0.24,0.438,0.608,85.137,audio_features,288933,4
5f6a626f61d3b237bb0160a5,0.613,0.312,2,-10.872,1,0.0354,0.42,0.00366,0.103,0.315,128.597,audio_features,210160,3
5f6a626f61d3b237bb0160a6,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160a7,0.395,0.788,9,-6.915,1,0.0539,0.418,0.204,0.0776,0.371,67.968,audio_features,200890,4
5f6a626f61d3b237bb0160a8,0.489,0.95,11,-4.779,0,0.14,0.000654,0.00539,0.388,0.589,142.128,audio_features,165027,4
5f6a626f61d3b237bb0160a9,0.393,0.779,5,-8.103,0,0.0361,0.00301,0.161,0.283,0.525,88.419,audio_features,180713,4
5f6a626f61d3b237bb0160aa,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160ab,0.58,0.569,0,-7.696,1,0.0324,0.0055,0.0137,0.174,0.61,100.849,audio_features,76533,4
5f6a626f61d3b237bb0160ac,0.553,0.778,9,-5.904,1,0.0889,0.00449,0,0.0592,0.75,148.342,audio_features,154493,4
5f6a626f61d3b237bb0160ad,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160ae,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160af,0.31,0.981,0,-5.808,1,0.0964,0.000329,0.908,0.969,0.321,147.622,audio_features,250067,4
5f6a626f61d3b237bb0160b0,0.177,0.939,9,-4.49,1,0.0846,0.000355,0.000364,0.308,0.529,189.864,audio_features,280507,4
5f6a626f61d3b237bb0160b1,0.606,0.973,0,-3.371,1,0.083,0.258,0,0.0858,0.813,153.99,audio_features,186907,4
5f6a626f61d3b237bb0160b2,0.664,0.781,7,-5.463,1,0.0315,0.172,0,0.134,0.926,130.357,audio_features,139040,4
5f6a626f61d3b237bb0160b3,0.328,0.762,2,-5.071,1,0.0351,0.00377,0.191,0.252,0.386,118.48,audio_features,259827,4
5f6a626f61d3b237bb0160b4,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160b5,0.666,0.132,2,-12.247,1,0.0422,0.817,0.013,0.0624,0.158,114.621,audio_features,185573,3
5f6a626f61d3b237bb0160b6,0.365,0.912,11,-5.877,0,0.0442,0.0000724,0.000634,0.707,0.701,140.192,audio_features,214533,4
5f6a626f61d3b237bb0160b7,0.459,0.889,9,-6.083,1,0.0582,0.0226,0.0146,0.129,0.565,143.116,audio_features,232493,4
5f6a626f61d3b237bb0160b8,0.37,0.431,5,-8.698,1,0.0364,0.0715,0.0000153,0.192,0.451,142.802,audio_features,320373,3
5f6a626f61d3b237bb0160b9,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160ba,0.544,0.828,11,-6.773,0,0.0302,0.000915,0.000747,0.2,0.682,140.246,audio_features,201000,4
5f6a626f61d3b237bb0160bb,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160bc,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160bd,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160be,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160bf,0.406,0.86,9,-6.447,0,0.0461,0.0000553,0.00145,0.239,0.581,67.591,audio_features,164160,4
5f6a626f61d3b237bb0160c0,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160c1,0.486,0.826,9,-6.125,1,0.0348,0.0103,0.0135,0.0968,0.273,99.281,audio_features,156827,4
5f6a626f61d3b237bb0160c2,0.498,0.246,4,-8.624,0,0.0303,0.961,0.0000235,0.112,0.277,151.669,audio_features,157267,4
5f6a626f61d3b237bb0160c3,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160c4,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160c5,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160c6,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160c7,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160c8,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160c9,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160ca,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160cb,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160cc,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160cd,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160ce,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160cf,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160d0,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160d1,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160d2,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160d3,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160d4,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160d5,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160d6,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160d7,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160d8,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160d9,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160da,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160db,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160dc,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160dd,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160de,0.523,0.663,7,-4.372,1,0.0324,0.00142,0.00953,0.513,0.465,160.01,audio_features,296400,4
5f6a626f61d3b237bb0160df,0.597,0.786,5,-4.248,1,0.0419,0.00345,0,0.0909,0.666,99.888,audio_features,238973,4
5f6a626f61d3b237bb0160e0,0.514,0.727,11,-6.219,1,0.0283,0.00138,0.0916,0.0756,0.136,120.995,audio_features,256320,4
5f6a626f61d3b237bb0160e1,0.597,0.777,8,-5.638,1,0.0668,0.000356,0.00113,0.169,0.776,111.999,audio_features,287907,4
5f6a626f61d3b237bb0160e2,0.603,0.631,4,-5.336,0,0.042,0.0033,0,0.105,0.639,126,audio_features,243693,4
5f6a626f61d3b237bb0160e3,0.553,0.763,0,-5.026,1,0.0299,0.00375,0.000939,0.676,0.457,98.022,audio_features,297613,4
5f6a626f61d3b237bb0160e4,0.598,0.822,0,-4.673,0,0.048,0.0547,0.0000928,0.13,0.616,127.959,audio_features,218987,4
5f6a626f61d3b237bb0160e5,0.538,0.804,11,-4.602,1,0.0291,0.00805,0.00000809,0.148,0.718,91.99,audio_features,247533,4
5f6a626f61d3b237bb0160e6,0.568,0.719,8,-5.406,1,0.0354,0.0892,0.00000184,0.233,0.539,106.036,audio_features,174760,4
5f6a626f61d3b237bb0160e7,0.546,0.879,7,-5.05,1,0.0306,0.000461,0.019,0.109,0.349,122.023,audio_features,212040,4
5f6a626f61d3b237bb0160e8,0.526,0.929,7,-3.508,1,0.0507,0.00148,0.00000727,0.237,0.237,105.016,audio_features,264693,4
5f6a626f61d3b237bb0160e9,0.566,0.755,11,-5.526,1,0.0368,0.0338,0,0.315,0.445,101.006,audio_features,264493,4
5f6a626f61d3b237bb0160ea,,,,,,,,,,,,,,
5f6a626f61d3b237bb0160eb,0.772,0.826,0,-5.135,1,0.0344,0.0176,0.00000856,0.383,0.871,119.995,audio_features,221973,4
5f6a626f61d3b237bb0160ec,0.56,0.799,5,-4.466,0,0.0675,0.174,0.0679,0.304,0.304,69.972,audio_features,235600,4
5f6a626f61d3b237bb0160ed,0.542,0.855,5,-6.13,0,0.0427,0.00138,0.0614,0.294,0.585,136.035,audio_features,246280,4
5f6a626f61d3b237bb0160ee,0.555,0.612,4,-7.841,0,0.0353,0.00525,0,0.346,0.316,100.036,audio_features,263213,4
5f6a626f61d3b237bb0160ef,0.458,0.68,5,-6.16,1,0.0306,0.0214,0.0000131,0.1,0.252,115.017,audio_features,227067,4
5f6a626f61d3b237bb0160f0,0.468,0.843,1,-6.1,0,0.056,0.00707,0.0000146,0.305,0.36,135.095,audio_features,231173,4
5f6a626f61d3b237bb0160f1,0.881,0.14,9,-14.726,1,0.466,0.963,0,0.236,0.534,115.187,audio_features,33533,4
5f6a626f61d3b237bb0160f2,0.541,0.77,2,-6.03,1,0.0298,0.0426,0.00000118,0.218,0.24,101.066,audio_features,260280,4
5f6a626f61d3b237bb0160f3,0.569,0.857,7,-5.571,1,0.0337,0.0101,0.0145,0.141,0.282,104.981,audio_features,305680,4
5f6a626f61d3b237bb0160f4,0.27,0.575,7,-8.742,1,0.0414,0.00785,0.0709,0.13,0.0714,151.365,audio_features,300053,3
5f6a626f61d3b237bb0160f5,0.568,0.816,0,-3.928,1,0.0281,0.014,0.000231,0.155,0.31,125.033,audio_features,263293,5
5f6a626f61d3b237bb0160f6,0.643,0.844,9,-3.687,1,0.0337,0.261,0,0.0925,0.793,104.993,audio_features,198027,4
5f6a626f61d3b237bb0160f7,0.819,0.681,8,-6.423,1,0.0308,0.0336,0.00000208,0.1,0.93,108.989,audio_features,230973,4
5f6a626f61d3b237bb0160f8,0.596,0.832,2,-3.48,1,0.036,0.124,0,0.0467,0.873,111.112,audio_features,206027,4
5f6a626f61d3b237bb0160f9,0.623,0.898,2,-4.685,1,0.0402,0.0586,0.0000177,0.137,0.774,123.017,audio_features,274133,4
5f6a626f61d3b237bb0160fa,0.27,0.475,7,-7.452,1,0.0296,0.242,0.0000129,0.0525,0.175,102.477,audio_features,208173,4
5f6a626f61d3b237bb0160fb,0.572,0.906,2,-4.281,1,0.0502,0.0176,0,0.0492,0.371,99.993,audio_features,245747,4
5f6a626f61d3b237bb0160fc,0.385,0.711,0,-5.736,1,0.0588,0.0167,0,0.11,0.331,187.717,audio_features,235293,4
5f6a626f61d3b237bb0160fd,0.545,0.786,0,-3.92,1,0.034,0.000781,0,0.0877,0.68,135.02,audio_features,252773,4
5f6a626f61d3b237bb0160fe,0.174,0.714,4,-2.215,1,0.0387,0.0543,0.00000442,0.338,0.43,131.65,audio_features,144560,4
5f6a626f61d3b237bb0160ff,0.422,0.814,9,-7.365,1,0.195,0.118,0.0000053,0.115,0.411,147.065,audio_features,354320,4
5f6a626f61d3b237bb016100,0.86,0.6,4,-9.103,1,0.121,0.229,0.000014,0.126,0.779,142.195,audio_features,205173,4
5f6a626f61d3b237bb016101,0.396,0.31,4,-11.324,1,0.0329,0.622,0.00000179,0.0853,0.225,133.862,audio_features,553653,3
5f6a626f61d3b237bb016102,0.343,0.718,9,-7.632,0,0.0918,0.0585,0.0000349,0.157,0.452,77.772,audio_features,232040,4
5f6a626f61d3b237bb016103,0.687,0.555,11,-11.461,1,0.192,0.495,0.00748,0.0787,0.821,118.285,audio_features,265467,4
5f6a626f61d3b237bb016104,0.38,0.535,2,-9.127,1,0.0399,0.21,0,0.484,0.328,143.592,audio_features,241267,3
5f6a626f61d3b237bb016105,0.477,0.654,9,-10.408,1,0.324,0.121,0.000247,0.155,0.571,148.143,audio_features,565453,4
5f6a626f61d3b237bb016106,0.478,0.078,5,-16.979,1,0.0353,0.876,0.0703,0.102,0.105,120.754,audio_features,163720,4
5f6a626f61d3b237bb016107,0.356,0.965,7,-6.257,1,0.274,0.357,0.0265,0.904,0.332,115.773,audio_features,200107,4
5f6a626f61d3b237bb016108,0.421,0.829,6,-8.605,0,0.0387,0.171,0,0.0835,0.935,124.87,audio_features,184333,4
5f6a626f61d3b237bb016109,0.492,0.639,2,-9.944,1,0.0319,0.235,0,0.0738,0.792,115.519,audio_features,256533,4
5f6a626f61d3b237bb01610a,,,,,,,,,,,,,,
5f6a626f61d3b237bb01610b,0.32,0.143,0,-18.614,1,0.047,0.749,0,0.333,0.234,114.773,audio_features,72227,4
5f6a626f61d3b237bb01610c,0.225,0.586,8,-11.143,1,0.0304,0.0011,0.0554,0.0557,0.153,79.756,audio_features,304840,3
5f6a626f61d3b237bb01610d,0.328,0.759,4,-8.899,0,0.045,0.00326,0,0.161,0.466,140.963,audio_features,312440,4
5f6a626f61d3b237bb01610e,0.258,0.646,0,-10.833,0,0.0611,0.114,0.000471,0.115,0.23,123.938,audio_features,318267,3
5f6a626f61d3b237bb01610f,0.33,0.431,9,-11.565,1,0.027,0.454,0.00000111,0.104,0.234,137.212,audio_features,295800,4
5f6a626f61d3b237bb016110,0.183,0.194,4,-20.645,0,0.0415,0.917,0.25,0.1,0.113,66.474,audio_features,280800,3
5f6a626f61d3b237bb016111,0.322,0.968,9,-5.59,1,0.106,0.00999,0.0000412,0.445,0.316,115.565,audio_features,200039,4
5f6a626f61d3b237bb016112,0.493,0.955,7,-4.985,1,0.0628,0.0000752,0.00000311,0.0495,0.473,106.088,audio_features,167520,4
5f6a626f61d3b237bb016113,0.615,0.702,7,-9.686,1,0.0278,0.00746,0.00431,0.0608,0.734,96.99,audio_features,234333,4
5f6a626f61d3b237bb016114,0.545,0.86,7,-5.618,1,0.0454,0.000278,0.265,0.0961,0.726,115.32,audio_features,204413,4
5f6a626f61d3b237bb016115,0.267,0.864,0,-5.127,1,0.0481,0.00304,0,0.116,0.531,146.691,audio_features,214987,4
5f6a626f61d3b237bb016116,0.591,0.771,7,-9.335,1,0.0446,0.021,0.139,0.069,0.663,107.728,audio_features,357560,4
5f6a626f61d3b237bb016117,0.506,0.884,5,-6.377,1,0.0511,0.0000204,0.365,0.195,0.542,111.298,audio_features,169560,3
5f6a626f61d3b237bb016118,0.373,0.961,11,-5.387,0,0.0657,0.00146,0.000374,0.351,0.437,158.863,audio_features,283467,4
5f6a626f61d3b237bb016119,0.339,0.901,7,-7.049,1,0.0473,0.0017,0.0000229,0.0891,0.567,187.933,audio_features,255080,4
5f6a626f61d3b237bb01611a,0.291,0.493,7,-9.461,1,0.028,0.0519,0.00000915,0.101,0.183,182.032,audio_features,196187,3
5f6a626f61d3b237bb01611b,0.423,0.921,0,-5.555,1,0.0583,0.0000767,0.0116,0.221,0.366,103.431,audio_features,188587,4
5f6a626f61d3b237bb01611c,0.303,0.28,2,-12.697,1,0.0297,0.929,0.00185,0.117,0.245,102.221,audio_features,302253,4
5f6a626f61d3b237bb01611d,0.304,0.918,9,-6.965,1,0.0853,0.045,0.31,0.325,0.267,159.454,audio_features,139400,4
5f6a626f61d3b237bb01611e,0.249,0.887,2,-5.264,1,0.058,0.00383,0.00001,0.301,0.581,159.043,audio_features,146027,4
5f6a626f61d3b237bb01611f,0.495,0.963,6,-6.583,0,0.0444,0.0032,0.000138,0.44,0.86,134.292,audio_features,176000,4
5f6a626f61d3b237bb016120,0.388,0.726,7,-6.911,1,0.0341,0.0447,0.113,0.213,0.746,205.07,audio_features,306840,4
5f6a626f61d3b237bb016121,0.241,0.508,9,-9.791,1,0.0275,0.0362,0.599,0.167,0.0445,140.627,audio_features,321293,4
5f6a626f61d3b237bb016122,0.643,0.64,4,-9.151,1,0.029,0.3,0.0135,0.144,0.476,102.073,audio_features,212640,4
5f6a626f61d3b237bb016123,0.291,0.903,4,-6.837,0,0.0418,0.0332,0.0983,0.142,0.295,146.464,audio_features,268267,4
5f6a626f61d3b237bb016124,0.523,0.441,1,-14.118,1,0.0362,0.394,0.781,0.395,0.0492,115.464,audio_features,307267,4
5f6a626f61d3b237bb016125,0.338,0.892,9,-5.746,1,0.065,0.0661,0.00159,0.0959,0.582,154.005,audio_features,194760,4
5f6a626f61d3b237bb016126,0.557,0.735,8,-8.245,1,0.0427,0.02,0.236,0.175,0.698,142.773,audio_features,218507,3
5f6a626f61d3b237bb016127,0.452,0.616,2,-8.898,1,0.0497,0.324,0.151,0.137,0.284,125.793,audio_features,287867,5
5f6a626f61d3b237bb016128,0.623,0.0975,11,-18.705,1,0.0758,0.98,0.00011,0.116,0.511,100.046,audio_features,106533,4
5f6a626f61d3b237bb016129,0.248,0.000241,4,-10.343,1,0.116,0.428,0.893,0.135,0.969,210.676,audio_features,437093,4
5f6a626f61d3b237bb01612a,0.186,0.939,11,-6.119,0,0.113,0.000607,0.0000418,0.481,0.369,169.963,audio_features,180000,4
5f6a626f61d3b237bb01612b,0.53,0.627,7,-6.363,1,0.0286,0.162,0.00000475,0.0606,0.519,111.028,audio_features,266933,4
5f6a626f61d3b237bb01612c,0.577,0.858,11,-6.02,0,0.0394,0.119,0,0.113,0.639,146.925,audio_features,259027,4
5f6a626f61d3b237bb01612d,0.317,0.764,7,-7.076,1,0.0282,0.000294,0.099,0.0996,0.341,101.173,audio_features,238867,4
5f6a626f61d3b237bb01612e,0.623,0.342,0,-8.694,1,0.038,0.0134,0.00412,0.106,0.101,115.032,audio_features,206587,4
5f6a626f61d3b237bb01612f,0.537,0.697,2,-7.358,1,0.0303,0.0059,0.000051,0.124,0.225,102.929,audio_features,175733,4
5f6a626f61d3b237bb016130,0.466,0.981,10,-5.011,1,0.063,0.00041,0.0108,0.0673,0.325,140.643,audio_features,231253,4
5f6a626f61d3b237bb016131,,,,,,,,,,,,,,
5f6a626f61d3b237bb016132,0.352,0.936,0,-5.951,1,0.087,0.00357,0.002,0.232,0.172,151.019,audio_features,146373,4
5f6a626f61d3b237bb016133,0.405,0.596,7,-8.015,1,0.0252,0.0439,0.00945,0.108,0.454,154.525,audio_features,224653,3
5f6a626f61d3b237bb016134,0.405,0.753,2,-7.089,1,0.0294,0.00237,0.0000371,0.191,0.391,104.29,audio_features,299733,4
5f6a626f61d3b237bb016135,0.345,0.954,1,-6.712,0,0.217,0.00688,0.0321,0.292,0.126,150.483,audio_features,146027,4
5f6a626f61d3b237bb016136,0.404,0.386,5,-7.493,1,0.0679,0.0645,0.00936,0.0542,0.0684,79.732,audio_features,460853,4
5f6a626f61d3b237bb016137,0.413,0.885,2,-7.695,0,0.0777,0.00535,0.00000197,0.166,0.211,113.807,audio_features,231368,4
5f6a626f61d3b237bb016138,0.394,0.944,10,-6.506,0,0.0761,0.00178,0.00000454,0.298,0.265,105.338,audio_features,292581,4
5f6a626f61d3b237bb016139,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,340907,4
5f6a626f61d3b237bb01613a,0.322,0.968,9,-5.59,1,0.106,0.00999,0.0000412,0.445,0.316,115.565,audio_features,200039,4
5f6a626f61d3b237bb01613b,0.36,0.684,4,-6.457,0,0.0308,0.323,0,0.34,0.2,77.15,audio_features,342653,4
5f6a626f61d3b237bb01613c,0.285,0.846,2,-6.472,1,0.0438,0.0404,0,0.182,0.287,108.808,audio_features,318227,4
5f6a626f61d3b237bb01613d,0.362,0.377,7,-10.142,1,0.034,0.512,0.101,0.175,0.147,112.393,audio_features,161893,5
5f6a626f61d3b237bb01613e,0.326,0.935,9,-5.69,1,0.0698,0.00372,0.00000755,0.302,0.17,135.762,audio_features,210520,4
5f6a626f61d3b237bb01613f,0.191,0.707,7,-6.846,1,0.0345,0.0478,0.000061,0.295,0.179,82.7,audio_features,298933,4
5f6a626f61d3b237bb016140,0.284,0.882,4,-6.42,0,0.0616,0.000179,0.000491,0.0979,0.25,82.226,audio_features,258186,3
5f6a626f61d3b237bb016141,,,,,,,,,,,,,,
5f6a626f61d3b237bb016142,0.425,0.904,8,-4.723,0,0.0663,0.000239,0.00175,0.105,0.412,92.328,audio_features,239893,4
5f6a626f61d3b237bb016143,0.352,0.761,4,-5.287,0,0.0495,0.00887,0.000232,0.357,0.378,105.797,audio_features,301240,4
5f6a626f61d3b237bb016144,,,,,,,,,,,,,,
5f6a626f61d3b237bb016145,0.326,0.894,9,-9.558,0,0.0443,0.00035,0,0.435,0.664,165.193,audio_features,227200,4
5f6a626f61d3b237bb016146,0.157,0.702,9,-4.873,1,0.0535,0.0056,0.262,0.164,0.328,199.979,audio_features,237573,3
5f6a626f61d3b237bb016147,0.585,0.463,6,-13.035,1,0.0503,0.85,0.709,0.135,0.495,151.874,audio_features,89613,4
5f6a626f61d3b237bb016148,0.239,0.967,1,-2.662,1,0.0548,0.00247,0.69,0.129,0.0357,131.522,audio_features,297556,4
5f6a626f61d3b237bb016149,0.241,0.826,2,-4.21,1,0.0483,0.000673,0.691,0.134,0.0351,85.299,audio_features,326586,4
5f6a626f61d3b237bb01614a,0.634,0.74,8,-4.937,1,0.0405,0.0223,0.288,0.128,0.064,118.001,audio_features,304423,4
5f6a626f61d3b237bb01614b,0.221,0.938,6,-2.582,0,0.06,0.000267,0.61,0.0724,0.0876,142.079,audio_features,294911,4
5f6a626f61d3b237bb01614c,0.37,0.792,7,-6.632,1,0.0396,0.0362,0.939,0.0931,0.0353,125.035,audio_features,286784,4
5f6a626f61d3b237bb01614d,0.303,0.908,10,-3.729,1,0.064,0.00381,0.72,0.268,0.0395,131.38,audio_features,565184,4
5f6a626f61d3b237bb01614e,,,,,,,,,,,,,,
5f6a626f61d3b237bb01614f,0.295,0.545,2,-7.235,0,0.0345,0.319,0.957,0.275,0.105,124.242,audio_features,135598,4
5f6a626f61d3b237bb016150,0.51,0.867,7,-7.146,1,0.0365,0.000229,0.882,0.207,0.394,129.974,audio_features,295445,4
5f6a626f61d3b237bb016151,0.583,0.789,4,-7.449,0,0.0362,0.00564,0.656,0.112,0.0967,124.963,audio_features,389486,4
5f6a626f61d3b237bb016152,0.51,0.641,10,-6.684,0,0.0283,0.000301,0.917,0.0983,0.038,99.987,audio_features,379246,4
5f6a626f61d3b237bb016153,,,,,,,,,,,,,,
5f6a626f61d3b237bb016154,0.172,0.41,6,-7.67,1,0.0335,0.298,0.801,0.178,0.0389,114.32,audio_features,148036,3
5f6a626f61d3b237bb016155,0.634,0.827,6,-8.118,1,0.0333,0.0005,0.793,0.0847,0.0717,138.026,audio_features,279228,4
5f6a626f61d3b237bb016156,0.301,0.529,2,-8.09,0,0.0323,0.406,0.00863,0.13,0.19,129.928,audio_features,353316,4
5f6a626f61d3b237bb016157,0.501,0.712,5,-5.808,0,0.0315,0.000339,0.0252,0.419,0.303,129.992,audio_features,304261,4
5f6a626f61d3b237bb016158,0.396,0.919,5,-6.723,0,0.039,0.000136,0.8,0.101,0.341,75.009,audio_features,249652,4
5f6a626f61d3b237bb016159,0.519,0.703,1,-7.099,1,0.0321,0.000307,0.798,0.153,0.306,126.028,audio_features,369841,4
5f6a626f61d3b237bb01615a,0.0743,0.27,9,-9.181,0,0.0379,0.809,0.897,0.0808,0.0363,79.421,audio_features,381425,4
5f6a626f61d3b237bb01615b,0.464,0.838,10,-10.087,0,0.0299,0.000388,0.726,0.125,0.229,130.007,audio_features,254824,4
5f6a626f61d3b237bb01615c,0.518,0.652,6,-9.499,1,0.0296,0.218,0.887,0.0903,0.04,99.942,audio_features,288052,4
5f6a626f61d3b237bb01615d,0.303,0.912,9,-5.184,1,0.0402,0.758,0.84,0.984,0.562,149.298,audio_features,209307,4
5f6a626f61d3b237bb01615e,0.612,0.789,9,-8.699,0,0.0367,0.0126,0.563,0.692,0.512,116.996,audio_features,277840,4
5f6a626f61d3b237bb01615f,0.526,0.854,0,-7.98,1,0.0393,0.0823,0.78,0.973,0.613,135.108,audio_features,278320,4
5f6a626f61d3b237bb016160,0.353,0.911,7,-6.182,1,0.0406,0.649,0.899,0.162,0.454,81.318,audio_features,248080,4
5f6a626f61d3b237bb016161,0.627,0.924,9,-6.915,0,0.0334,0.119,0.665,0.605,0.815,118.13,audio_features,252440,4
5f6a626f61d3b237bb016162,0.285,0.88,0,-6.511,1,0.0651,0.792,0.688,0.218,0.326,140.971,audio_features,307787,4
5f6a626f61d3b237bb016163,0.527,0.806,0,-7.684,1,0.0596,0.0169,0.0454,0.712,0.529,100.224,audio_features,303680,4
5f6a626f61d3b237bb016164,0.268,0.928,2,-6.708,0,0.0822,0.00111,0.201,0.715,0.474,143.082,audio_features,250893,4
5f6a626f61d3b237bb016165,0.385,0.851,2,-10.586,1,0.0618,0.0158,0.086,0.984,0.337,123.57,audio_features,268478,4
5f6a626f61d3b237bb016166,0.547,0.499,2,-14.045,1,0.058,0.297,0.00371,0.662,0.608,121.611,audio_features,350387,4
5f6a626f61d3b237bb016167,0.369,0.949,0,-6.657,1,0.0672,0.00147,0.663,0.67,0.646,156.785,audio_features,181640,4
5f6a626f61d3b237bb016168,0.645,0.61,9,-9.645,1,0.0526,0.439,0.129,0.781,0.618,122.552,audio_features,305613,4
