_id,spotify_features.danceability,spotify_features.energy,spotify_features.key,spotify_features.loudness,spotify_features.mode,spotify_features.speechiness,spotify_features.acousticness,spotify_features.instrumentalness,spotify_features.liveness,spotify_features.valence,spotify_features.tempo,spotify_features.type,spotify_features.duration_ms,spotify_features.time_signature
5f6a623c61d3b237bb014bba,0.174,0.838,2,-5.02,0,0.0417,0.0000196,0.00627,0.317,0.344,108.122,audio_features,243600,3
5f6a623c61d3b237bb014bbb,0.267,0.895,2,-4.15,0,0.0456,0.00018,0.264,0.441,0.177,142.931,audio_features,197160,4
5f6a623c61d3b237bb014bbc,0.312,0.759,2,-4.992,0,0.0342,0.00116,0.791,0.108,0.0916,140.069,audio_features,302413,4
5f6a623c61d3b237bb014bbd,0.332,0.912,1,-5.891,1,0.0623,0.000199,0.314,0.112,0.182,142.026,audio_features,299160,4
5f6a623c61d3b237bb014bbe,0.266,0.654,9,-6.438,1,0.0466,0.0158,0.497,0.11,0.285,47.73,audio_features,293053,3
5f6a623c61d3b237bb014bbf,0.242,0.865,7,-4.512,1,0.048,0.00000959,0.851,0.109,0.292,148.857,audio_features,297840,4
5f6a623c61d3b237bb014bc0,0.139,0.937,6,-3.944,0,0.206,0.0000539,0.0572,0.349,0.304,205.784,audio_features,249320,3
5f6a623c61d3b237bb014bc1,0.386,0.984,4,-3.454,0,0.0696,0.0000356,0.638,0.387,0.344,156.159,audio_features,205520,4
5f6a623c61d3b237bb014bc2,0.265,0.714,8,-5.393,1,0.0375,0.000129,0.432,0.137,0.1,145.156,audio_features,360667,4
5f6a623c61d3b237bb014bc3,0.47,0.859,2,-3.663,1,0.0537,0.000362,0.00691,0.142,0.17,124.01,audio_features,317707,4
5f6a623c61d3b237bb014bc4,0.428,0.932,9,-2.746,1,0.0515,0.00000847,0.574,0.0763,0.239,124.99,audio_features,238040,4
5f6a623c61d3b237bb014bc5,0.543,0.631,2,-9.604,1,0.029,0.409,0.799,0.111,0.0902,115.924,audio_features,252520,4
5f6a623c61d3b237bb014bc6,0.547,0.736,7,-5.267,0,0.0346,0.000598,0.25,0.469,0.252,120.041,audio_features,221800,4
5f6a623c61d3b237bb014bc7,0.201,0.929,4,-4.603,1,0.0423,0.00000446,0.876,0.369,0.392,82.094,audio_features,240840,5
5f6a623c61d3b237bb014bc8,0.553,0.444,6,-10.884,0,0.469,0.00131,0.0515,0.071,0.588,123.576,audio_features,304867,5
5f6a623c61d3b237bb014bc9,0.162,0.858,6,-4.601,0,0.0672,0.0028,0.306,0.316,0.0366,150.862,audio_features,286267,4
5f6a623c61d3b237bb014bca,0.293,0.831,6,-3.829,0,0.049,0.0000118,0.142,0.284,0.467,154.108,audio_features,194307,4
5f6a623c61d3b237bb014bcb,0.227,0.309,4,-8.578,0,0.0328,0.0191,0.32,0.109,0.0394,177.395,audio_features,225240,3
5f6a623c61d3b237bb014bcc,0.139,0.937,6,-3.944,0,0.206,0.0000539,0.0572,0.349,0.304,205.784,audio_features,249320,3
5f6a623c61d3b237bb014bcd,0.386,0.984,4,-3.454,0,0.0696,0.0000356,0.638,0.387,0.344,156.159,audio_features,205520,4
5f6a623c61d3b237bb014bce,0.265,0.714,8,-5.393,1,0.0375,0.000129,0.432,0.137,0.1,145.156,audio_features,360667,4
5f6a623c61d3b237bb014bcf,0.47,0.859,2,-3.663,1,0.0537,0.000362,0.00691,0.142,0.17,124.01,audio_features,317707,4
5f6a623c61d3b237bb014bd0,0.428,0.932,9,-2.746,1,0.0515,0.00000847,0.574,0.0763,0.239,124.99,audio_features,238040,4
5f6a623c61d3b237bb014bd1,0.543,0.631,2,-9.604,1,0.029,0.409,0.799,0.111,0.0902,115.924,audio_features,252520,4
5f6a623c61d3b237bb014bd2,0.547,0.736,7,-5.267,0,0.0346,0.000598,0.25,0.469,0.252,120.041,audio_features,221800,4
5f6a623c61d3b237bb014bd3,0.201,0.929,4,-4.603,1,0.0423,0.00000446,0.876,0.369,0.392,82.094,audio_features,240840,5
5f6a623c61d3b237bb014bd4,0.553,0.444,6,-10.884,0,0.469,0.00131,0.0515,0.071,0.588,123.576,audio_features,304867,5
5f6a623c61d3b237bb014bd5,0.162,0.858,6,-4.601,0,0.0672,0.0028,0.306,0.316,0.0366,150.862,audio_features,286267,4
5f6a623c61d3b237bb014bd6,0.293,0.831,6,-3.829,0,0.049,0.0000118,0.142,0.284,0.467,154.108,audio_features,194307,4
5f6a623c61d3b237bb014bd7,0.227,0.309,4,-8.578,0,0.0328,0.0191,0.32,0.109,0.0394,177.395,audio_features,225240,3
5f6a623c61d3b237bb014bd8,0.196,0.97,8,-4.692,1,0.26,0.000404,0.0631,0.288,0.114,153.186,audio_features,189760,4
5f6a623c61d3b237bb014bd9,0.338,0.859,4,-4.938,0,0.0824,0.00122,0.211,0.0936,0.504,92.966,audio_features,255373,4
5f6a623c61d3b237bb014bda,0.46,0.992,5,-3.298,0,0.0818,0.000638,0.866,0.321,0.206,90.877,audio_features,241800,4
5f6a623c61d3b237bb014bdb,0.571,0.919,10,-6.596,1,0.0457,0.000106,0.274,0.171,0.548,143.155,audio_features,268027,4
5f6a623c61d3b237bb014bdc,0.197,0.941,2,-4.112,1,0.0597,0.0000589,0,0.214,0.503,161.434,audio_features,161600,4
5f6a623c61d3b237bb014bdd,0.762,0.753,6,-10.152,0,0.0979,0.445,0.0175,0.0706,0.771,134.327,audio_features,200467,4
5f6a623c61d3b237bb014bde,0.295,0.883,0,-3.897,0,0.0446,0.00025,0.0234,0.137,0.118,74.483,audio_features,289200,3
5f6a623c61d3b237bb014bdf,0.271,0.91,7,-3.645,1,0.0854,0.0000151,0.0000434,0.134,0.149,88.463,audio_features,203600,4
5f6a623c61d3b237bb014be0,0.345,0.797,0,-6.152,1,0.0551,0.00188,0.0668,0.145,0.223,117.987,audio_features,368667,4
5f6a623c61d3b237bb014be1,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,audio_features,299533,4
5f6a623c61d3b237bb014be2,0.144,0.668,8,-6.622,1,0.048,0.00633,0.308,0.11,0.0362,89.64,audio_features,453227,3
5f6a623c61d3b237bb014be3,0.518,0.912,1,-9.011,1,0.0346,0.0013,0.458,0.405,0.966,80.093,audio_features,227720,4
5f6a623c61d3b237bb014be4,0.658,0.616,11,-11.786,0,0.0326,0.000464,0.0138,0.0873,0.892,112.294,audio_features,303600,4
5f6a623c61d3b237bb014be5,0.679,0.829,9,-7.288,0,0.0604,0.0875,0.00000246,0.318,0.812,119.96,audio_features,232080,4
5f6a623c61d3b237bb014be6,0.69,0.171,4,-18.204,0,0.035,0.908,0.000108,0.0906,0.336,109.067,audio_features,172467,4
5f6a623c61d3b237bb014be7,0.728,0.552,1,-10.356,0,0.0292,0.116,0.00192,0.0517,0.628,114.916,audio_features,194227,4
5f6a623c61d3b237bb014be8,0.326,0.286,7,-21.614,1,0.0531,0.637,0.000046,0.0923,0.446,131.075,audio_features,261360,3
5f6a623c61d3b237bb014be9,0.584,0.866,10,-17.319,0,0.0401,0.105,0.00181,0.0383,0.695,127.783,audio_features,229360,4
5f6a623c61d3b237bb014bea,0.568,0.866,3,-8.794,1,0.0304,0.0295,0.193,0.0704,0.646,137.498,audio_features,280933,4
5f6a623c61d3b237bb014beb,0.687,0.582,6,-16.092,0,0.0369,0.117,0.00441,0.0451,0.552,119.757,audio_features,306400,4
5f6a623c61d3b237bb014bec,0.56,0.64,11,-7.564,0,0.0229,0.000575,0.00139,0.168,0.252,96.992,audio_features,342747,4
5f6a623c61d3b237bb014bed,0.578,0.736,5,-7.637,0,0.0319,0.0117,0.0299,0.156,0.292,105.01,audio_features,299293,3
5f6a623c61d3b237bb014bee,0.284,0.484,9,-8.977,0,0.0356,0.632,0.000759,0.125,0.205,132.457,audio_features,228240,3
5f6a623c61d3b237bb014bef,0.617,0.743,0,-8.048,1,0.0422,0.000127,0.000501,0.131,0.505,95.009,audio_features,194347,4
5f6a623c61d3b237bb014bf0,0.591,0.792,10,-8.008,0,0.0434,0.0124,0.151,0.0845,0.401,92.011,audio_features,229520,4
5f6a623c61d3b237bb014bf1,0.431,0.834,0,-9.622,0,0.0654,0.0158,0.45,0.128,0.11,196.011,audio_features,291960,4
5f6a623c61d3b237bb014bf2,0.186,0.26,0,-10.78,0,0.0332,0.78,0.278,0.155,0.0665,127.06,audio_features,144587,3
5f6a623c61d3b237bb014bf3,0.407,0.486,8,-6.907,0,0.0284,0.00812,0.0565,0.103,0.266,179.985,audio_features,197160,3
5f6a623c61d3b237bb014bf4,0.514,0.896,0,-7.014,1,0.0296,0.000256,0.00143,0.238,0.189,139.995,audio_features,269040,4
5f6a623c61d3b237bb014bf5,0.672,0.631,11,-9.345,0,0.0304,0.00116,0.000538,0.0543,0.145,106.992,audio_features,265827,4
5f6a623c61d3b237bb014bf6,0.569,0.488,8,-8.818,0,0.0418,0.00743,0.0486,0.0801,0.195,159.947,audio_features,193880,4
5f6a623c61d3b237bb014bf7,0.456,0.587,0,-9.491,1,0.0343,0.0252,0.199,0.117,0.0394,152.043,audio_features,307053,4
5f6a623c61d3b237bb014bf8,0.649,0.69,7,-10.743,0,0.0495,0.0126,0.913,0.112,0.541,97.977,audio_features,266973,4
5f6a623c61d3b237bb014bf9,0.701,0.565,9,-10.344,1,0.0427,0.00148,0.56,0.112,0.236,95.001,audio_features,326227,4
5f6a623c61d3b237bb014bfa,0.568,0.448,8,-11.987,0,0.0351,0.0661,0.705,0.111,0.0681,120.059,audio_features,256320,4
5f6a623c61d3b237bb014bfb,0.639,0.617,9,-12.63,1,0.0429,0.12,0.852,0.113,0.0394,151.989,audio_features,337653,4
5f6a623c61d3b237bb014bfc,0.71,0.673,2,-15.149,1,0.0539,0.00637,0.912,0.112,0.0333,130.999,audio_features,440000,4
5f6a623c61d3b237bb014bfd,0.66,0.881,10,-7.802,0,0.0419,0.00737,0.833,0.0514,0.949,122.244,audio_features,267040,4
5f6a623c61d3b237bb014bfe,0.62,0.785,11,-9.6,1,0.0578,0.013,0.0191,0.0662,0.568,101.814,audio_features,282347,3
5f6a623c61d3b237bb014bff,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,audio_features,224907,4
5f6a623c61d3b237bb014c00,0.71,0.602,3,-8.542,0,0.0309,0.104,0.142,0.103,0.639,112.198,audio_features,268493,4
5f6a623c61d3b237bb014c01,0.381,0.267,10,-17.974,0,0.0328,0.879,0.229,0.261,0.116,182.325,audio_features,367467,4
5f6a623c61d3b237bb014c02,0.641,0.812,0,-7.945,0,0.0293,0.155,0.0000443,0.078,0.822,112.777,audio_features,257333,4
5f6a623c61d3b237bb014c03,0.678,0.658,8,-7.3,1,0.028,0.0093,0.239,0.118,0.359,114.209,audio_features,294040,4
5f6a623c61d3b237bb014c04,0.422,0.785,6,-12.176,0,0.106,0.0914,0.819,0.159,0.386,187.58,audio_features,338373,3
5f6a623c61d3b237bb014c05,0.408,0.554,7,-9.484,1,0.032,0.000525,0.654,0.223,0.0755,184.296,audio_features,332933,3
5f6a623c61d3b237bb014c06,0.407,0.863,0,-7.968,1,0.0704,0.000643,0.591,0.128,0.519,113.98,audio_features,204360,3
5f6a623c61d3b237bb014c07,0.246,0.802,1,-6.207,1,0.0627,0.000225,0.253,0.142,0.203,180.293,audio_features,260227,3
5f6a623c61d3b237bb014c08,0.509,0.936,8,-6.69,1,0.0686,0.0000284,0.464,0.254,0.453,95.001,audio_features,217400,4
5f6a623c61d3b237bb014c09,0.65,0.95,10,-6.272,0,0.0905,0.00744,0.446,0.0952,0.766,92.511,audio_features,138773,4
5f6a623c61d3b237bb014c0a,0.563,0.874,8,-6.136,1,0.0376,0.0000085,0.822,0.0518,0.545,117.005,audio_features,261627,3
5f6a623c61d3b237bb014c0b,0.59,0.928,10,-6.739,0,0.0825,0.000163,0.817,0.346,0.325,103.021,audio_features,172787,4
5f6a623c61d3b237bb014c0c,0.535,0.881,0,-5.899,1,0.0807,0.0000128,0.822,0.101,0.432,142.004,audio_features,206573,4
5f6a623c61d3b237bb014c0d,0.573,0.915,10,-6.839,0,0.0554,0.000034,0.868,0.101,0.423,120.067,audio_features,266267,4
5f6a623c61d3b237bb014c0e,0.479,0.867,0,-6.627,1,0.0371,0.0000167,0.921,0.0913,0.293,92.001,audio_features,165893,4
5f6a623c61d3b237bb014c0f,0.448,0.908,0,-6.747,1,0.123,0.0000167,0.186,0.0534,0.42,160.026,audio_features,163840,4
5f6a623c61d3b237bb014c10,0.529,0.929,0,-6.698,1,0.0819,0.0000537,0.471,0.527,0.461,144.969,audio_features,168427,4
5f6a623c61d3b237bb014c11,0.612,0.92,5,-5.917,1,0.0886,0.0000997,0.247,0.121,0.524,109.973,audio_features,176040,4
5f6a623c61d3b237bb014c12,0.568,0.867,0,-6.592,1,0.0434,0.0000295,0.897,0.0696,0.682,147,audio_features,177307,4
5f6a623c61d3b237bb014c13,0.64,0.821,1,-7.522,1,0.0422,0.000331,0.919,0.273,0.594,105.059,audio_features,257173,4
5f6a623c61d3b237bb014c14,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c15,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c16,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c17,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c18,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c19,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c1a,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c1b,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c1c,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c1d,0.591,0.877,1,-6.816,1,0.0573,0.0000195,0.911,0.104,0.163,109.944,audio_features,210560,4
5f6a623c61d3b237bb014c1e,0.36,0.871,1,-5.193,1,0.0554,0.0000156,0.798,0.324,0.208,194.971,audio_features,261813,4
5f6a623c61d3b237bb014c1f,0.572,0.888,1,-6.132,1,0.0352,0.00000372,0.924,0.207,0.377,119.981,audio_features,239667,3
5f6a623c61d3b237bb014c20,0.215,0.935,5,-5.066,1,0.112,0.000105,0.894,0.109,0.0433,160.022,audio_features,275813,4
5f6a623c61d3b237bb014c21,0.45,0.926,8,-6.418,1,0.0642,0.0000371,0.622,0.135,0.342,165.03,audio_features,340027,3
5f6a623c61d3b237bb014c22,0.6,0.962,10,-5.401,0,0.0547,0.0000233,0.867,0.0692,0.392,105.02,audio_features,162400,4
5f6a623c61d3b237bb014c23,0.517,0.946,5,-4.988,0,0.0607,0.000108,0.702,0.0769,0.606,150.052,audio_features,256280,4
5f6a623c61d3b237bb014c24,0.486,0.986,8,-3.973,1,0.0787,0.0000381,0.812,0.215,0.331,104.987,audio_features,270320,1
5f6a623c61d3b237bb014c25,0.501,0.916,10,-4.405,0,0.0372,0.0000276,0.148,0.326,0.375,75.985,audio_features,343520,4
5f6a623c61d3b237bb014c26,0.416,0.964,10,-5.441,0,0.135,0.0000187,0.205,0.229,0.487,199.986,audio_features,228400,4
5f6a623c61d3b237bb014c27,0.541,0.941,1,-5.322,1,0.0563,0.000174,0.846,0.183,0.553,150.027,audio_features,271227,3
5f6a623c61d3b237bb014c28,0.338,0.967,1,-3.931,1,0.0814,0.00000407,0.921,0.303,0.305,199.941,audio_features,258067,4
5f6a623c61d3b237bb014c29,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c2a,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c2b,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c2c,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c2d,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c2e,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c2f,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c30,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c31,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c32,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c33,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c34,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c35,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c36,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c37,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c38,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c39,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c3a,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c3b,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c3c,0.457,0.929,5,-8.633,0,0.0582,0.00000805,0.876,0.103,0.371,159.971,audio_features,276827,4
5f6a623c61d3b237bb014c3d,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c3e,0.44,0.838,8,-5.771,1,0.041,0.000206,0.464,0.105,0.149,179.962,audio_features,218373,4
5f6a623c61d3b237bb014c3f,0.491,0.885,8,-5.24,1,0.0385,0.0000525,0.896,0.253,0.408,96.001,audio_features,329307,4
5f6a623c61d3b237bb014c40,0.566,0.924,1,-5.254,1,0.0755,0.000215,0.836,0.258,0.18,100.03,audio_features,207760,4
5f6a623c61d3b237bb014c41,0.471,0.91,5,-5.177,0,0.0515,0.0000123,0.888,0.108,0.232,94.979,audio_features,315107,4
5f6a623c61d3b237bb014c42,0.571,0.953,8,-4.54,1,0.0552,0.0000599,0.684,0.311,0.147,119.988,audio_features,297173,4
5f6a623c61d3b237bb014c43,0.595,0.935,10,-4.884,0,0.063,0.000514,0.641,0.277,0.178,119.975,audio_features,151480,4
5f6a623c61d3b237bb014c44,0.598,0.948,7,-5.686,1,0.137,0.000399,0.868,0.232,0.212,119.933,audio_features,258080,4
5f6a623c61d3b237bb014c45,0.456,0.968,1,-4.618,1,0.0474,0.0000199,0.261,0.366,0.31,81.976,audio_features,214200,4
5f6a623c61d3b237bb014c46,0.583,0.949,8,-4.669,1,0.0482,0.000348,0.267,0.394,0.288,105.027,audio_features,275400,4
5f6a623c61d3b237bb014c47,0.557,0.944,1,-3.267,1,0.0551,0.0000636,0.511,0.126,0.334,95.02,audio_features,248120,4
5f6a623c61d3b237bb014c48,0.547,0.913,8,-6.102,1,0.0424,0.0000746,0.317,0.11,0.392,144.97,audio_features,268773,4
5f6a623c61d3b237bb014c49,0.535,0.875,5,-5.375,0,0.0321,0.0000264,0.772,0.196,0.238,95.002,audio_features,292333,4
5f6a623c61d3b237bb014c4a,0.571,0.858,2,-7.066,1,0.0326,0.0551,0.665,0.0943,0.716,92.523,audio_features,191267,3
5f6a623c61d3b237bb014c4b,0.878,0.655,9,-11.821,0,0.155,0.166,0.0228,0.0636,0.963,102.16,audio_features,160093,4
5f6a623c61d3b237bb014c4c,0.615,0.652,2,-10.642,0,0.066,0.161,0.0157,0.188,0.883,165.098,audio_features,168333,4
5f6a623c61d3b237bb014c4d,0.433,0.388,7,-11.485,1,0.0289,0.312,0.043,0.0769,0.675,88.679,audio_features,134533,4
5f6a623c61d3b237bb014c4e,0.565,0.473,11,-12.294,0,0.0465,0.0509,0.16,0.107,0.579,148.101,audio_features,225333,4
5f6a623c61d3b237bb014c4f,0.567,0.556,7,-12.952,1,0.108,0.557,0.000441,0.118,0.808,123.899,audio_features,217493,4
5f6a623c61d3b237bb014c50,0.477,0.708,4,-8.548,1,0.23,0.389,0.749,0.524,0.4,78.989,audio_features,117373,4
5f6a623c61d3b237bb014c51,0.297,0.811,7,-10.267,1,0.0583,0.0128,0.538,0.111,0.722,165.376,audio_features,297733,4
5f6a623c61d3b237bb014c52,0.355,0.874,7,-7.734,1,0.217,0.0315,0.161,0.253,0.77,176.79,audio_features,229267,4
5f6a623c61d3b237bb014c53,0.452,0.794,2,-10.435,1,0.181,0.278,0.000215,0.221,0.545,177.029,audio_features,160373,4
5f6a623c61d3b237bb014c54,0.56,0.732,5,-14.459,1,0.0663,0.0391,0.226,0.392,0.472,159.955,audio_features,185027,4
5f6a623c61d3b237bb014c55,0.572,0.924,6,-5.717,0,0.0538,0.00384,0.0637,0.69,0.331,90.573,audio_features,233133,4
5f6a623c61d3b237bb014c56,0.653,0.881,1,-6.109,0,0.0495,0.00309,0.044,0.079,0.572,126.922,audio_features,322560,4
5f6a623c61d3b237bb014c57,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c58,0.352,0.689,7,-7.5,1,0.0541,0.012,0.000598,0.107,0.343,105.591,audio_features,233027,4
5f6a623c61d3b237bb014c59,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c5a,0.466,0.915,7,-5.376,1,0.077,0.000598,0.00936,0.121,0.246,65.588,audio_features,245400,4
5f6a623c61d3b237bb014c5b,0.227,0.623,0,-8.41,1,0.0367,0.255,0.499,0.42,0.121,82.03,audio_features,110800,4
5f6a623c61d3b237bb014c5c,0.451,0.946,4,-5.358,0,0.0748,0.000697,0.00647,0.0492,0.704,165.249,audio_features,294400,4
5f6a623c61d3b237bb014c5d,0.575,0.965,6,-5.074,1,0.0704,0.000176,0.0000646,0.157,0.432,114.731,audio_features,193733,4
5f6a623c61d3b237bb014c5e,0.535,0.0905,2,-16.392,0,0.0733,0.952,0.727,0.105,0.402,135.976,audio_features,76133,1
5f6a623c61d3b237bb014c5f,0.632,0.932,9,-5.885,1,0.0363,0.00245,0.0153,0.117,0.591,112.937,audio_features,287533,4
5f6a623c61d3b237bb014c60,0.541,0.929,5,-5.172,1,0.0469,0.00015,0.000559,0.0625,0.665,100.799,audio_features,249133,4
5f6a623c61d3b237bb014c61,0.312,0.799,2,-7.113,1,0.0668,0.00155,0.0139,0.126,0.303,185.375,audio_features,366733,3
5f6a623c61d3b237bb014c62,0.544,0.982,8,-2.284,1,0.174,0.000973,0.661,0.43,0.374,100.081,audio_features,271520,4
5f6a623c61d3b237bb014c63,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c64,0.389,0.938,4,-3.787,0,0.0836,0.00182,0.0584,0.275,0.449,93.81,audio_features,264907,3
5f6a623c61d3b237bb014c65,0.215,0.215,2,-11.14,1,0.0346,0.131,0.706,0.11,0.145,138.737,audio_features,53160,4
5f6a623c61d3b237bb014c66,0.415,0.997,0,-2.438,1,0.186,0.0000371,0.801,0.147,0.392,180.061,audio_features,177280,4
5f6a623c61d3b237bb014c67,0.547,0.978,0,-2.804,1,0.0985,0.000455,0.63,0.306,0.0944,106.024,audio_features,361573,4
5f6a623c61d3b237bb014c68,0.287,0.332,2,-8.12,1,0.0344,0.826,0.362,0.13,0.139,77.507,audio_features,305093,4
5f6a623c61d3b237bb014c69,0.531,0.962,1,-3.318,0,0.13,0.000187,0.633,0.124,0.259,139.977,audio_features,363280,4
5f6a623c61d3b237bb014c6a,0.464,0.931,5,-3.28,1,0.156,0.00305,0.0386,0.116,0.513,187.966,audio_features,255200,4
5f6a623c61d3b237bb014c6b,0.247,0.915,5,-3.719,0,0.118,0.00815,0.757,0.18,0.54,180.447,audio_features,265067,4
5f6a623c61d3b237bb014c6c,0.511,0.673,7,-5.909,0,0.0385,0.167,0.345,0.118,0.306,124.94,audio_features,497253,4
5f6a623c61d3b237bb014c6d,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c6e,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c6f,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c70,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c71,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c72,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c73,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c74,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c75,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c76,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c77,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c78,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c79,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c7a,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c7b,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c7c,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c7d,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c7e,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c7f,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c80,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c81,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c82,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c83,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c84,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c85,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c86,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c87,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c88,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c89,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c8a,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c8b,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c8c,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c8d,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c8e,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c8f,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c90,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c91,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c92,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c93,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c94,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c95,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c96,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c97,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c98,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c99,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c9a,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c9b,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c9c,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c9d,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c9e,,,,,,,,,,,,,,
5f6a623c61d3b237bb014c9f,,,,,,,,,,,,,,
5f6a623c61d3b237bb014ca0,,,,,,,,,,,,,,
5f6a623c61d3b237bb014ca1,,,,,,,,,,,,,,
5f6a623c61d3b237bb014ca2,,,,,,,,,,,,,,
5f6a623c61d3b237bb014ca3,,,,,,,,,,,,,,
5f6a623c61d3b237bb014ca4,,,,,,,,,,,,,,
5f6a623c61d3b237bb014ca5,,,,,,,,,,,,,,
5f6a623c61d3b237bb014ca6,,,,,,,,,,,,,,
5f6a623c61d3b237bb014ca7,,,,,,,,,,,,,,
5f6a623c61d3b237bb014ca8,,,,,,,,,,,,,,
5f6a623c61d3b237bb014ca9,,,,,,,,,,,,,,
5f6a623c61d3b237bb014caa,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cab,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cac,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cad,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cae,,,,,,,,,,,,,,
5f6a623c61d3b237bb014caf,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cb0,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cb1,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cb2,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cb3,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cb4,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cb5,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cb6,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cb7,,,,,,,,,,,,,,
5f6a623c61d3b237bb014cb8,,,,,,,,,,,,,,
